번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,PHONE_NUMBER,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
1,300000001020010002,1,영업/정상,0,정상,,서울특별시 종로구 창신동 80-1 ,02-744-9098,서울특별시 종로구 지봉로 53-1 (창신동),,해동물병원,2020-11-17,127.01551103760288,37.57490213000532
3,300000001020060001,1,영업/정상,0,정상,,서울특별시 종로구 홍지동 126-8번지 ,3917502,서울특별시 종로구 자하문로 305 (홍지동),,올리브동물병원,2018-08-31,126.95898224906556,37.599280674027014
4,300000001020080001,1,영업/정상,0,정상,,서울특별시 종로구 숭인동 52-8번지 ,3676-1190,서울특별시 종로구 지봉로 96-3 (숭인동),,우리동물병원,2018-08-31,127.01564428385373,37.578706410794794
5,300000001020090001,1,영업/정상,0,정상,,서울특별시 종로구 내자동 125-3번지 ,02-735-7530,서울특별시 종로구 사직로12길 2 (내자동),,누리봄동물병원,2018-08-31,126.97106456862981,37.575792977107234
6,300000001020160001,1,영업/정상,0,정상,,서울특별시 종로구 통인동 147-7 씨에스코즈빌 ,722-8275,"서울특별시 종로구 자하문로 35-3, 씨에스코즈빌 101호 (통인동)",3040.0,광화문동물병원,2020-08-02,126.97116343328463,37.579042555681774
7,300000001020170001,1,영업/정상,0,정상,,서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,,"서울특별시 종로구 송월길 99, 상가동 2층 2229호 (홍파동, 경희궁자이 2단지)",3165.0,경희궁 바른 동물병원,2021-04-10,126.96355917764018,37.571316627899954
8,300000001019950002,1,영업/정상,0,정상,,서울특별시 종로구 명륜2가 5-99번지 1통3반 방산빌라 402호,3672-8441,서울특별시 종로구 창경궁로 261 (명륜2가),3075.0,대학로동물병원,2019-05-01,127.00018968649835,37.58464795762958
9,300000001019990001,1,영업/정상,0,정상,,서울특별시 종로구 신영동 1-11 ,379-7575,서울특별시 종로구 진흥로 477-1 (신영동),3007.0,월드펫동물병원,2021-05-06,126.96081567387606,37.606057892251634
10,300000001020200001,1,영업/정상,0,정상,,서울특별시 종로구 신교동 70-10번지 ,02-733-6030,"서울특별시 종로구 자하문로 95, 신교빌딩 1층 (신교동)",3032.0,선동물병원,2020-05-19,126.96998032810143,37.58445029776568
23,300000001020020001,1,영업/정상,0,정상,,서울특별시 종로구 홍지동 127-7번지 5통5반 지층 3호,391-4575,서울특별시 종로구 자하문로 293 (홍지동),3021.0,북악동물병원,2019-05-01,126.96024989369317,37.59888724923421
24,301000001020000002,1,영업/정상,0,정상,,서울특별시 중구 신당동 844번지 남산타운 ,2256-8275,"서울특별시 중구 다산로 32, 5상가동 217호 (신당동, 남산타운)",4595.0,남산동물병원,2019-03-08,127.00928041257745,37.54901359105791
26,301000001019950002,1,영업/정상,0,정상,,서울특별시 중구 충무로4가 93-1번지 ,2263-6134,서울특별시 중구 퇴계로 227 (충무로4가),4558.0,대한동물병원,2019-03-08,126.99689158261832,37.56206054534555
27,301000001020190003,1,영업/정상,0,정상,,서울특별시 중구 신당동 353-130 ,02-2232-9702,"서울특별시 중구 다산로 83-1, 3층 (신당동)",4599.0,애니컴 메디컬센터,2021-06-17,127.00803601602357,37.5520740560915
28,301000001020190004,1,영업/정상,0,정상,,서울특별시 중구 신당동 102-6번지 ,02-2038-7555,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",4585.0,메종동물병원,2019-05-15,127.01597494230097,37.56349860808269
29,301000001020190005,1,영업/정상,0,정상,,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아 ,02-2234-7585,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",4572.0,웰니스클리닉(청계천점),2019-10-31,127.02143375256148,37.570978241007644
30,301000001020190006,1,영업/정상,0,정상,,서울특별시 중구 을지로5가 133-1번지 뉴천지관광호텔 ,02-6965-7502,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 2층 (을지로5가)",4561.0,헬릭스동물심장수술센터,2020-06-04,127.00334575735738,37.56588431434967
31,301000001020190007,1,영업/정상,0,정상,,서울특별시 중구 을지로5가 133-1번지 뉴천지관광호텔 ,02-6956-7502,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",4561.0,헬릭스동물암센터,2020-06-04,127.00334575735738,37.56588431434967
32,301000001020190008,1,영업/정상,0,정상,,서울특별시 중구 을지로5가 133-1번지 뉴천지관광호텔 ,02-6956-7502,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",4561.0,서울동물영상종양센터,2020-06-04,127.00334575735738,37.56588431434967
33,301000001020210001,1,영업/정상,0,정상,,서울특별시 중구 신당동 855 신당 파인힐 하나유보라 ,,"서울특별시 중구 왕십리로 407, B1-1호 (신당동, 신당 파인힐 하나유보라)",4580.0,24시SD동물영상의료센터,2021-11-19,127.02487540101444,37.56428902869574
34,301000001020210002,1,영업/정상,0,정상,,서울특별시 중구 신당동 855 신당 파인힐 하나유보라 ,02-2039-0303,"서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)",4580.0,24시SD동물의료센터성동,2022-01-08,127.02487540101444,37.56428902869574
35,301000001020200001,1,영업/정상,0,정상,,서울특별시 중구 황학동 1596 ,02-2253-2233,"서울특별시 중구 난계로 197, 1,2,4층 (황학동)",4574.0,웰튼동물의료센터,2020-07-01,127.02326608488407,37.569110787706
36,301000001019920001,1,영업/정상,0,정상,,서울특별시 중구 신당동 336-3번지 명덕빌딩 ,2237-3366,"서울특별시 중구 다산로 175, 명덕빌딩 (신당동)",4608.0,바우미우동물병원,2019-03-08,127.01284103204523,37.55929267345063
37,301000001019950001,1,영업/정상,0,정상,,서울특별시 중구 묵정동 32-1번지 ,2278-0075,서울특별시 중구 퇴계로 254-1 (묵정동),4619.0,황동물병원,2019-03-08,127.00000536326704,37.56237120088657
38,301000001020110001,1,영업/정상,0,정상,,서울특별시 중구 신당동 373-64번지 ,2256-7582,서울특별시 중구 동호로 178 (신당동),4590.0,웰펫동물병원,2019-03-08,127.01148564639642,37.55431126232728
39,301000001019900001,1,영업/정상,0,정상,,서울특별시 중구 필동2가 53번지 ,2274-8558,서울특별시 중구 퇴계로 226 (필동2가),4624.0,윤신근박사동물병원,2019-03-08,126.99685596274878,37.5616282222722
40,301000001020160002,1,영업/정상,0,정상,,서울특별시 중구 황학동 2523 황학 아크로타워 ,02-2232-7975,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",4575.0,바른동물병원,2020-07-18,127.02190934239303,37.566171559826806
41,301000001020110002,1,영업/정상,0,정상,,서울특별시 중구 만리동2가 288번지 서울역한라비발디센트럴 ,02-393-7588,"서울특별시 중구 만리재로 177, 105호 (만리동2가, 서울역한라비발디센트럴)",4501.0,백슬동물병원,2019-03-08,126.96577174062955,37.554369838062264
42,301000001020140001,1,영업/정상,0,정상,,서울특별시 중구 신당동 44-17번지 ,02-2233-6675,"서울특별시 중구 다산로36길 83, 1층 (신당동)",4584.0,좋아요 동물병원,2019-11-29,127.01910994047847,37.56052611921339
55,301000001020010001,1,영업/정상,0,정상,,서울특별시 중구 신당동 368-19번지 ,2233-7574,"서울특별시 중구 다산로 107, 2층 (신당동)",4598.0,미래지동물의료센터,2019-03-08,127.00965055699008,37.553653308724904
61,302000001020020004,1,영업/정상,0,정상,,"서울특별시 용산구 보광동 259-1번지 용호빌딩 202호, 203호 ",749-6750,"서울특별시 용산구 보광로 46, 용호빌딩 지상2층 202,203호 (보광동)",4414.0,21세기동물병원,2019-03-08,126.99921369366507,37.528374570524946
62,302000001020020006,1,영업/정상,0,정상,,서울특별시 용산구 한남동 642-4번지 ,793-9230,서울특별시 용산구 대사관로24길 28 (한남동),4402.0,한남동물병원,2019-03-08,127.00527712201149,37.53242214818158
63,302000001020020009,1,영업/정상,0,정상,,서울특별시 용산구 원효로2가 84-10번지 신영빌딩 ,3273-0075,"서울특별시 용산구 원효로 171, 신영빌딩 (원효로2가)",4364.0,열린동물종합병원,2019-03-08,126.96175285825075,37.53562471475363
64,302000001020150002,1,영업/정상,0,정상,,"서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 B동 113,114호 ",02-703-0075,"서울특별시 용산구 백범로 341, B동 지상1층 113,114호 (원효로1가, 리첸시아 용산)",4315.0,좋아서하는 동물병원,2019-03-08,126.96736299179834,37.53827570168336
65,302000001020110002,1,영업/정상,0,정상,,서울특별시 용산구 효창동 79-1번지 지상1층 ,3275-0079,"서울특별시 용산구 백범로 285, 지상1층 (효창동)",4318.0,펫동물병원,2019-03-08,126.96108259020718,37.53959718565885
66,302000001020110003,1,영업/정상,0,정상,,서울특별시 용산구 이촌동 300-23 한강맨션상가 105호,792-5455,"서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션)",4426.0,(주)이상윤동물병원,2021-03-19,126.97502655741583,37.519330049328936
67,302000001020110005,1,영업/정상,0,정상,,서울특별시 용산구 산천동 93-1번지 ,706-7975,서울특별시 용산구 효창원로 14 (산천동),4360.0,차오름동물병원,2019-03-08,126.95112366425758,37.53427996067421
68,302000001020030004,1,영업/정상,0,정상,,서울특별시 용산구 용산동2가 45-7번지 ,749-8275,서울특별시 용산구 신흥로 36-1 (용산동2가),4339.0,한사랑동물병원,2019-03-08,126.9873982123215,37.541705060418124
69,302000001020020014,1,영업/정상,0,정상,,서울특별시 용산구 원효로2가 30-4번지 ,719-7070,서울특별시 용산구 원효로 187 (원효로2가),4364.0,원효종합동물병원,2019-03-08,126.96315291056055,37.536432569534576
70,302000001020120001,1,영업/정상,0,정상,,서울특별시 용산구 한남동 707-36번지 한남프라자 2층 ,794-1255,"서울특별시 용산구 한남대로 76, 한남프라자 2층 (한남동)",4418.0,달래동물의료센터,2019-11-24,127.00651531430191,37.53556506956195
71,302000001020120002,1,영업/정상,0,정상,,서울특별시 용산구 보광동 80-11번지 ,790-9808,서울특별시 용산구 보광로 22-1 (보광동),4415.0,보광동물병원,2019-03-08,127.0007582100151,37.526522201635345
72,302000001020120003,1,영업/정상,0,정상,,서울특별시 용산구 산천동 202번지 삼성테마트 119호 ,707-2235,"서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)",4359.0,민트동물병원,2019-12-08,126.9504085251519,37.534027858143226
73,302000001020120005,1,영업/정상,0,정상,,"서울특별시 용산구 이태원동 531번지 지상1,2층 ",797-6677,"서울특별시 용산구 녹사평대로 210, 지상1,2층 (이태원동)",4345.0,이태원동물병원,2019-12-08,126.98723895887048,37.53640806977761
74,302000001020130001,1,영업/정상,0,정상,,서울특별시 용산구 한남동 657-121번지 지상2층 ,02-797-4408,"서울특별시 용산구 대사관로 41, 지상2층 (한남동)",4401.0,동물병원 메이,2019-03-08,127.00277403340652,37.53371262700758
75,302000001020130003,1,영업/정상,0,정상,,서울특별시 용산구 용산동2가 45-1번지 106호 ,02-790-7508,"서울특별시 용산구 신흥로 54, 106호 (용산동2가, 북동연립)",4339.0,퍼스동물병원,2019-03-08,126.98783237359504,37.54310082778386
76,302000001020160001,1,영업/정상,0,정상,,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층 비21호,02-792-2561,"서울특별시 용산구 서빙고로 67, 지하1층 비21호 (용산동5가, 파크타워)",4385.0,바다동물병원(Bada Animal Hospital),2019-03-08,126.97068468940158,37.52427449809244
77,302000001020160002,1,영업/정상,0,정상,,서울특별시 용산구 이촌동 302-88 지상1층 101호 ,02-793-0075,"서울특별시 용산구 이촌로64길 24, 지상1층 101호 (이촌동)",4427.0,24시 시유동물메디컬센터,2021-07-03,126.96990736367218,37.5200075284009
78,302000001020170001,1,영업/정상,0,정상,,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,02-749-7588,"서울특별시 용산구 이촌로 248, 11동 102호 (이촌동, 한강맨션)",4426.0,베이동물병원,2019-03-08,126.97502655741583,37.519330049328936
79,302000001020170002,1,영업/정상,0,정상,,서울특별시 용산구 한남동 29-6 아이리스프라자 지상3층 ,02-792-8275,"서울특별시 용산구 독서당로 81-1, 아이리스프라자 지상3층 (한남동)",4419.0,더힐동물의료센터,2021-07-08,127.00960394707636,37.53469113763689
80,302000001020180001,1,영업/정상,0,정상,,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호,02-797-1275,"서울특별시 용산구 서빙고로 35, 101동 101호 (한강로3가, 용산시티파크1단지)",4385.0,워너비동물병원 용산점,2020-10-10,126.96914504507323,37.52511135549985
81,302000001020090002,1,영업/정상,0,정상,,"서울특별시 용산구 이촌동 301-263 렉스상가 8-1,8-2호 ",798-7512,"서울특별시 용산구 이촌로 300, 렉스상가 8-1,8-2호 (이촌동)",4425.0,금강동물병원,2021-07-21,126.9800403172846,37.5178953601501
82,302000001020090003,1,영업/정상,0,정상,,서울특별시 용산구 이태원동 225-93번지 ,792-7585,서울특별시 용산구 회나무로13길 6 (이태원동),4344.0,라온동물병원,2019-03-08,126.98956120194894,37.53964631872298
83,302000001020100001,1,영업/정상,0,정상,,서울특별시 용산구 후암동 244-11 ,773-1119,서울특별시 용산구 후암로 32 (후암동),4331.0,아프리카동물병원,2021-08-04,126.97793911403689,37.548710655670035
84,302000001020110001,1,영업/정상,0,정상,,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,713-0053,"서울특별시 용산구 백범로 341, A동 지상1층 106호 (원효로1가, 리첸시아 용산)",4315.0,엉클장동물병원,2019-03-08,126.96736299179834,37.53827570168336
85,302000001020050004,1,영업/정상,0,정상,,서울특별시 용산구 이태원동 21-1 태광빌딩 1층 ,792-7602,"서울특별시 용산구 보광로 90, 태광빌딩 1층 (이태원동)",4406.0,청화종합동물병원,2020-07-02,126.99582978447084,37.53110818953957
86,302000001020050005,1,영업/정상,0,정상,,서울특별시 용산구 한남동 653-26번지 ,795-2184,서울특별시 용산구 대사관로 32 (한남동),4403.0,펫토이동물병원,2019-03-08,127.00168324175898,37.53350887297274
87,302000001020020002,1,영업/정상,0,정상,,서울특별시 용산구 후암동 63-1번지 지상1층 ,778-7582,"서울특별시 용산구 후암로 51, 지상1층 (후암동)",4325.0,남산동물병원,2019-03-08,126.97710536484381,37.55049863644887
88,302000001020020003,1,영업/정상,0,정상,,서울특별시 용산구 효창동 70-11번지 ,711-4527,서울특별시 용산구 백범로 293 (효창동),4317.0,효창동물병원,2019-03-08,126.96188663055891,37.53931821176782
89,302000001020210001,1,영업/정상,0,정상,,서울특별시 용산구 한남동 737-4 1층 ,02-6956-2280,"서울특별시 용산구 이태원로 227, 1층 (한남동)",4349.0,더벳한남동물병원,2021-05-02,126.9988255376087,37.535665542305104
90,302000001020190001,1,영업/정상,0,정상,,서울특별시 용산구 청파동2가 90-20번지 지상1층 ,02-719-8275,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",4309.0,원스동물병원,2019-04-21,126.96949046889718,37.54497969685004
125,303000001020190001,1,영업/정상,0,정상,,서울특별시 성동구 송정동 79-2번지 ,0234094640,서울특별시 성동구 광나루로 337 (송정동),4801.0,수동물병원,2019-05-15,127.06719975632497,37.54852873113181
127,303000001020190002,1,영업/정상,0,정상,,서울특별시 성동구 행당동 155-1번지 파크에비뉴 엔터식스 ,0264546182,"서울특별시 성동구 왕십리로 241, 4층 (행당동, 서울숲 더샵)",4765.0,바우라움동물병원,2019-09-18,127.04014917700954,37.55714914916447
128,303000001020200001,1,영업/정상,0,정상,,서울특별시 성동구 성수동1가 656-968번지 영화빌딩 2층 ,024697975,"서울특별시 성동구 왕십리로 104, 영화빌딩 2층 (성수동1가)",4778.0,오늘동물병원,2020-04-19,127.044868768293,37.546865724644285
129,303000001020210001,1,영업/정상,0,정상,,서울특별시 성동구 행당동 377 서울숲 더샵 4층 ,02-6454-6182,"서울특별시 성동구 왕십리로 241, 4층 (행당동, 서울숲 더샵)",4765.0,바우라움동물병원,2021-06-26,127.04065891561928,37.555964590270456
130,303000001020030007,1,영업/정상,0,정상,,서울특별시 성동구 행당동 322-100번지 ,02-2297-7582,서울특별시 성동구 행당로8길 41-2 (행당동),,오렌지동물병원,2019-03-08,127.03396803461021,37.5560421846118
131,303000001020160002,1,영업/정상,0,정상,,서울특별시 성동구 성수동2가 339-23번지 ,02-468-7582,서울특별시 성동구 뚝섬로 395 (성수동2가),4781.0,제인동물병원,2019-03-08,127.05468951838617,37.53904852318257
132,303000001020040004,1,영업/정상,0,정상,,서울특별시 성동구 금호동2가 485-1 ,02-2233-1848,서울특별시 성동구 금호산길 58(금호동2가),4726.0,한빛동물병원,2021-07-03,127.01955064544147,37.553343386574866
133,303000001020060001,1,영업/정상,0,정상,,서울특별시 성동구 금호동4가 1108번지 지상1층 ,02-6085-7750,"서울특별시 성동구 독서당로 289 (금호동4가,지상1층)",,아지동물병원,2019-06-29,127.02104525932049,37.54803811050031
134,303000001020070002,1,영업/정상,0,정상,,서울특별시 성동구 행당동 318-36 ,02-3395-7975,서울특별시 성동구 고산자로 207 (행당동),4714.0,24시센트럴동물메디컬센터,2021-10-20,127.03369109020292,37.558679455168644
135,303000001020160001,1,영업/정상,0,정상,,서울특별시 성동구 옥수동 561번지 래미안옥수리버젠 상가동 420호,02-6402-0301,"서울특별시 성동구 매봉길 13, 1층 420호 (옥수동, 래미안옥수리버젠상가)",4733.0,오석헌동물병원,2018-08-31,127.01384616017411,37.54496005800862
136,303000001020140003,1,영업/정상,0,정상,,서울특별시 성동구 상왕십리동 811번지 텐즈힐몰 221동 134호,02-2295-0975,"서울특별시 성동구 마장로 137, 221동 134호 (상왕십리동, 텐즈힐몰)",4700.0,텐즈힐링동물병원,2019-05-31,127.02471548749942,37.56936273984891
137,303000001020150002,1,영업/정상,0,정상,,서울특별시 성동구 금호동4가 1338번지 10통4반 현대ESA아파트 910호,2282-3653,서울특별시 성동구 독서당로 328 (금호동4가),4737.0,펫365동물병원,2019-06-16,127.02528540040434,37.54790951137775
138,303000001020120001,1,영업/정상,0,정상,,서울특별시 성동구 성수동2가 333-3번지 1층 ,02-466-2475,서울특별시 성동구 뚝섬로 386 (성수동2가),4775.0,서울숲동물병원,2019-03-08,127.05322891595698,37.53909774788207
139,303000001020120002,1,영업/정상,0,정상,,서울특별시 성동구 옥수동 560 어울림상가 지하 301~4호,02-2291-7582,"서울특별시 성동구 독서당로40길 39, 어울림상가 지하 301~304호 (옥수동)",4739.0,옥수수 동물병원,2022-01-19,127.01819162540772,37.54230866795595
140,303000001020170001,1,영업/정상,0,정상,,,02-2297-9300,"서울특별시 성동구 왕십리로 410, 127동 지하층 030호 (하왕십리동, 센트라스)",4701.0,바라봄동물병원,2019-03-08,127.02480626573087,37.56533907089689
141,303000001020180001,1,영업/정상,0,정상,,서울특별시 성동구 하왕십리동 1070번지 센트라스 ,02-2039-7572,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",4701.0,다온동물병원,2019-04-27,127.02764654270162,37.56611045170192
142,303000001020180002,1,영업/정상,0,정상,,서울특별시 성동구 성수동1가 718번지 트리마제 ,02-466-8215,"서울특별시 성동구 왕십리로 16 (성수동1가, 트리마제)",4773.0,달링동물병원,2019-04-27,127.0450458757506,37.53882399940607
143,303000001020160006,1,영업/정상,0,정상,,서울특별시 성동구 성수동1가 22-28번지 1층 ,02-468-7975,"서울특별시 성동구 성수일로 33, 1층 (성수동1가, 정인숙보습학원)",4779.0,포레동물병원,2019-03-08,127.04919976592868,37.54363124380473
144,303000001020140001,1,영업/정상,0,정상,,서울특별시 성동구 하왕십리동 892-4번지 ,02-2297-0075,서울특별시 성동구 왕십리로 381 (하왕십리동),4710.0,왕십리조은동물병원,2019-02-10,127.02787854799621,37.564566513653396
145,303000001020140002,1,영업/정상,0,정상,,서울특별시 성동구 용답동 74-2번지 ,02-3394-7530,서울특별시 성동구 천호대로 288 (용답동),4804.0,24시LC동물의료센터,2018-11-07,127.05274703767623,37.56640553149451
146,303000001020160007,1,영업/정상,0,정상,,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스 ,02-2282-7501,"서울특별시 성동구 매봉길 50 (옥수동, 이편한세상옥수파크힐스)",4731.0,스테이동물병원,2019-04-27,127.0138907999483,37.54833255044661
147,303000001020080001,1,영업/정상,0,정상,,서울특별시 성동구 행당동 346번지 한진노변상가 109호,02-2282-7503,"서울특별시 성동구 행당로 76, 한진노변상가 1,2층 108호109호203호 (행당동)",4717.0,이윤세동물병원,2019-03-08,127.02920737252808,37.55588046818101
148,303000001020100001,1,영업/정상,0,정상,,서울특별시 성동구 행당동 226-3번지 ,02-2281-5200,서울특별시 성동구 왕십리로 282 (행당동),4751.0,한양동물메디컬센터,2019-03-08,127.03701390351956,37.559661752119816
149,303000001020160004,1,영업/정상,0,정상,,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 비201호,0222810049,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",4728.0,금호동물병원,2019-06-30,127.02454137954126,37.551292441663364
150,303000001020130006,1,영업/정상,0,정상,,서울특별시 성동구 금호동4가 800번지 금호동대우아파트 상가동 206호,02-2297-7570,"서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)",4738.0,바른동물병원,2018-08-31,127.01968327123957,37.54597274892745
151,303000001020130007,1,영업/정상,0,정상,,서울특별시 성동구 마장동 791-9번지 ,02-2291-8275,서울특별시 성동구 마장로 296 (마장동),4758.0,기린동물병원,2018-08-31,127.04277597863005,37.56569154981354
152,303000001020030001,1,영업/정상,0,정상,,서울특별시 성동구 옥수동 263-1번지 ,02-2299-3283,서울특별시 성동구 독서당로 200 (옥수동),,함께하는동물병원,2019-03-08,127.01312704323769,37.54301837240589
153,303000001020120003,1,영업/정상,0,정상,,서울특별시 성동구 행당동 344번지 111호,,"서울특별시 성동구 독서당로59길 84, 신동아아파트상가동 1층 111호 (행당동)",4716.0,도담동물병원(출장진료전문 동물병원),2019-03-08,127.03283691252634,37.55437107474665
154,303000001020130001,1,영업/정상,0,정상,,서울특별시 성동구 홍익동 398-2번지 ,02-2281-8122,서울특별시 성동구 무학로 16 (홍익동),4707.0,라임동물병원,2019-03-08,127.03031722297443,37.56553886679654
155,303000001020030006,1,영업/정상,0,정상,,서울특별시 성동구 행당동 346번지 한진노변상가 110호,02-3395-0075,"서울특별시 성동구 행당로 76, 110호 (행당동, 한진노변상가)",4717.0,평화와생명동물병원,2019-03-08,127.02920737252808,37.55588046818101
184,303000001020190003,1,영업/정상,0,정상,,서울특별시 성동구 하왕십리동 1070번지 센트라스상가 D동 106호,02-2295-9888,"서울특별시 성동구 왕십리로 410, D동 106호 (하왕십리동, 센트라스)",4701.0,베이지동물병원,2020-01-04,127.02764654270162,37.56611045170192
197,304000001020040005,1,영업/정상,0,정상,,서울특별시 광진구 구의동 53-9번지 ,452-7580,서울특별시 광진구 천호대로 663 (구의동),4954.0,아차산동물병원,2019-03-08,127.09022460521084,37.5517923203883
198,304000001020000003,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 58-18번지 ,446-2349,서울특별시 광진구 용마산로 66 (중곡동),4944.0,용마동물병원,2019-03-08,127.08788432510983,37.55952568615302
199,304000001020020001,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 241-34번지 ,462-5595,서울특별시 광진구 긴고랑로 47 (중곡동),4909.0,중곡동물병원,2019-03-08,127.08157227279428,37.56274957492342
200,304000001020020003,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 161-27번지 ,454-9975,서울특별시 광진구 능동로 334 (중곡동),4928.0,방주종합동물병원,2019-03-08,127.0809430508952,37.55932686719565
201,304000001020030003,1,영업/정상,0,정상,,서울특별시 광진구 구의동 68-37 ,457-4545,서울특별시 광진구 광나루로 507 (구의동),4976.0,광진동물의료센터,2020-12-03,127.08595673332383,37.54524387026001
202,304000001020050002,1,영업/정상,0,정상,,서울특별시 광진구 자양동 553-280 ,463-7075,서울특별시 광진구 뚝섬로 504 (자양동),5085.0,이다종합동물병원,2020-08-01,127.06607586775105,37.53580894556568
203,304000001020050004,1,영업/정상,0,정상,,서울특별시 광진구 군자동 1-2 ,463-3216,서울특별시 광진구 능동로 283 (군자동),4997.0,나래동물병원,2021-07-08,127.07815367756237,37.555349749666945
204,304000001020060003,1,영업/정상,0,정상,,서울특별시 광진구 군자동 363-4번지 ,465-7582,서울특별시 광진구 군자로 84 (군자동),5004.0,보람동물병원,2019-03-08,127.0711608103645,37.550521983575585
205,304000001020070003,1,영업/정상,0,정상,,서울특별시 광진구 능동 256-1번지 ,455-0077,서울특별시 광진구 천호대로 642-1 (능동),4987.0,애플동물병원,2019-03-08,127.08830462891267,37.55319038769587
206,304000001020080001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 606-14번지 ,457-8575,서울특별시 광진구 뚝섬로 622-1 (자양동),5099.0,로엘동물병원,2019-03-08,127.07878314889378,37.53205062185059
207,304000001020080002,1,영업/정상,0,정상,,서울특별시 광진구 자양동 662-13 ,02-6954-7582,서울특별시 광진구 뚝섬로 670 (자양동),5102.0,해맑은동물병원,2021-06-08,127.08393793398693,37.53159697090014
208,304000001020160001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 550-1 ,468-6612,"서울특별시 광진구 능동로 49 (자양동, 영지빌딩)",5074.0,로얄 도그앤캣 메디컬센터,2021-06-24,127.06833402839601,37.535814267742914
209,304000001020170006,1,영업/정상,0,정상,,서울특별시 광진구 구의동 611번지 구의현대2단지아파트 ,02-446-8175,"서울특별시 광진구 광나루로56길 32, 105,106,201호 (구의동, 구의현대2단지아파트)",5118.0,광진24시필동물병원,2020-03-01,127.09587402630629,37.538627492499955
210,304000001020170002,1,영업/정상,0,정상,,,02-2024-1253,"서울특별시 광진구 아차산로 272 (자양동, 이마트 자양점)",5065.0,쿨펫동물병원,2018-08-31,127.07263204870206,37.53780315323473
211,304000001020170003,1,영업/정상,0,정상,,,024610079,"서울특별시 광진구 능동로 18, 125호 (자양동, 이튼타워리버3차)",5096.0,반디동물병원,2018-08-31,127.06806022702504,37.53298921898575
212,304000001020170004,1,영업/정상,0,정상,,,024550975,서울특별시 광진구 광나루로 524 (구의동),5031.0,연두동물병원,2018-08-31,127.08768221682297,37.544722968866964
213,304000001020040003,1,영업/정상,0,정상,,서울특별시 광진구 화양동 1 ,450-3664,서울특별시 광진구 능동로 120 (화양동),5029.0,건국대학교 부속 동물병원,2022-01-08,127.07372514846179,37.54254118750076
214,304000001020050001,1,영업/정상,0,정상,,서울특별시 광진구 광장동 530-39번지 ,455-7570,서울특별시 광진구 광나루로 601 (광장동),4984.0,쥬라기동물병원,2019-03-08,127.09521268788946,37.54209726542872
215,304000001020140004,1,영업/정상,0,정상,,서울특별시 광진구 중곡동 119-7번지 ,2038-8253,"서울특별시 광진구 천호대로 623-1, 1층 (중곡동)",4931.0,서울동물병원,2019-03-08,127.08707593318054,37.55455295720504
216,304000001020110001,1,영업/정상,0,정상,,서울특별시 광진구 자양동 553-588번지 ,457-2220,서울특별시 광진구 뚝섬로 541 (자양동),5070.0,준동물병원,2019-03-08,127.07037757613064,37.53491933842427
217,304000001020110002,1,영업/정상,0,정상,,서울특별시 광진구 능동 18-0 ,450-9306,서울특별시 광진구 능동로 216 (능동),4991.0,서울어린이대공원동물병원,2020-09-04,127.08157400766544,37.54958916901234
218,304000001020170001,1,영업/정상,0,정상,,,02-498-7588,"서울특별시 광진구 광나루로 361, 2동 103호 (군자동, 광진동양파라곤)",5003.0,파라곤동물병원,2018-08-31,127.07021986430358,37.548567974456496
